20;19
18;20
16;21
15;23
15;24
15;24
16;25
16;27
16;29
16;29
14;29
12;28
9;28
9;26
8;24
8;21
10;20
12;20
14;20
15;18
17;16
18;14
19;12
22;10
27;29
24;28
23;26
23;23
23;21
24;19
25;16
26;14
25;12
23;10
20;11
18;11
15;10
13;10
10;9
8;11
7;13
7;15
6;17
6;20
7;23
7;25
7;28
7;31
6;33
6;35
7;38
9;40
11;41
13;41
15;40
16;39
18;37
19;35
20;33
22;33
24;33
26;33
28;33
30;32
32;34
32;35
33;38
34;40
36;41
38;40
25;34
27;33
29;34
31;35
32;36
32;39
34;40
36;41
38;40
40;39
41;37
41;36
41;34
42;31
41;29
39;28
37;28
35;28
33;28
31;28
29;28
10;30
11;29
13;28
13;26
15;25
16;23
17;21
17;19
17;16
17;14
18;13
19;10
21;10
23;10
25;10
27;9
29;9
31;9
33;10
35;11
37;11
38;11
40;12
42;14
42;16
41;18
41;21
39;22
37;22
36;21
34;21
32;21
30;21
28;21
26;21
23;21
21;23
22;25
23;28
23;30
24;33
40;27
39;28
36;28
34;28
33;30
32;32
33;35
32;37
31;39
29;38
27;38
27;38
27;39
25;39
23;38
22;36
20;37
19;38
17;39
15;41
13;41
11;40
9;39
8;38
8;36
7;33
8;31
10;30
25;41
23;40
21;39
21;39
21;39
21;39
21;40
19;41
17;41
15;41
14;40
11;40
9;39
8;37
8;35
8;33
8;31
8;29
7;26
6;24
8;22
9;20
11;20
14;21
15;19
17;17
17;15
17;12
18;12
20;12
22;11
25;11
27;11
29;10
31;10
33;10
35;11
37;11
39;11
41;12
41;14
41;16
42;19
41;20
42;23
42;25
23;36
24;38
23;40
20;40
20;39
19;36
19;34
20;31
22;29
22;26
22;24
23;22
23;20
24;19
25;17
26;14
27;12
29;11
31;11
30;12
29;14
28;16
30;17
32;17
34;17
36;17
38;17
40;19
42;21
41;23
42;26
41;27
41;29
41;31
41;33
41;35
41;37
40;40
38;40
36;41
33;41
31;41
28;41
29;42
26;42
23;41
21;42
21;40
22;38
22;36
22;34
22;34
22;34
21;34
21;32
20;30
18;28
17;26
17;23
18;21
18;19
17;16
18;14
17;12
17;10
19;10
26;38
25;38
24;37
21;38
20;38
18;36
18;33
18;31
16;30
15;29
16;27
16;25
17;22
17;20
18;17
19;16
20;14
22;13
23;12
25;11
27;10
28;11
29;13
29;15
31;16
33;17
35;17
36;17
39;18
41;19
42;22
42;24
42;26
42;29
42;31
41;33
41;35
41;37
40;39
38;41
36;41
34;41
31;41
24;7
24;9
24;11
24;13
24;16
25;23
23;24
21;23
19;23
17;23
15;25
13;25
11;24
9;23
7;21
6;19
6;18
6;16
5;13
6;11
4;10
5;8
6;5
8;4
10;4
12;4
14;4
16;4
18;4
19;3
21;3
24;3
23;5
19;23
21;23
22;23
23;24
25;25
26;25
24;26
23;28
21;28
19;27
16;26
14;26
11;25
10;24
7;23
7;25
8;26
10;26
12;26
14;26
16;27
17;28
19;28
22;27
23;28
26;28
28;27
30;27
32;26
34;26
34;24
32;24
30;24
28;23
5;15
5;15
5;15
5;15
4;17
4;19
5;21
7;23
9;23
11;23
13;24
15;23
17;22
29;6
27;4
25;3
22;4
20;3
18;4
18;6
18;8
18;10
16;11
14;12
12;12
10;12
9;13
6;13
5;12
5;14
10;37
12;37
14;37
15;35
16;34
17;32
18;32
18;33
16;33
15;34
15;36
16;37
18;37
20;37
22;37
24;36
24;34
24;31
24;29
24;26
25;24
26;21
28;20
31;20
33;19
34;17
32;16
30;15
28;14
29;11
30;9
18;31
19;30
21;30
23;28
26;28
29;27
31;27
34;26
35;27
36;27
34;28
33;29
32;30
31;28
29;28
26;28
24;28
21;29
19;30
16;29
14;28
12;27
9;27
8;26
6;26
5;28
3;29
4;30
4;32
4;35
6;37
8;37
16;22
18;22
20;22
22;23
23;25
23;27
25;27
27;29
25;30
24;32
23;34
24;37
22;36
20;37
17;37
16;36
16;34
17;33
33;16
34;14
34;12
34;10
34;8
34;5
33;3
31;4
28;4
27;3
25;3
24;3
22;2
21;4
19;4
17;3
15;3
13;5
11;5
8;4
6;5
5;7
5;9
5;10
6;12
8;12
10;13
12;14
12;16
11;18
12;20
12;23
15;22
18;38
18;38
18;38
18;38
18;38
20;38
22;38
24;36
24;34
25;33
26;30
27;29
28;27
29;25
29;24
29;22
30;22
31;19
32;18
32;20
33;21
35;23
35;23
34;22
33;20
31;21
29;21
27;23
27;23
29;21
30;19
31;18
13;25
13;27
15;28
16;27
19;27
21;27
24;26
26;25
27;24
27;23
28;21
30;19
32;19
34;17
34;15
34;13
35;11
35;8
35;5
33;4
31;4
29;4
27;3
25;3
23;5
22;4
20;3
18;3
17;2
15;3
12;5
10;5
7;5
5;5
4;7
5;9
5;11
6;14
6;16
5;18
6;20
8;21
10;22
11;23
11;25
12;27
14;29
15;31
16;33
17;36
17;37
9;38
8;39
7;39
6;38
5;36
5;34
4;31
3;29
5;27
7;27
8;27
9;26
10;26
11;26
12;24
25;25
24;26
23;26
22;27
20;27
19;28
19;26
17;24
16;22
17;21
17;18
18;17
18;14
17;12
19;10
18;9
18;7
19;5
18;4
18;4
17;5
15;4
13;3
11;3
8;2
6;4
5;5
5;7
5;9
5;11
5;14
4;16
3;19
2;22
2;24
2;27
3;30
3;32
4;34
6;36
8;37
10;37
11;37
7;38
9;39
11;40
14;41
16;40
18;38
20;37
20;35
21;34
23;34
25;34
27;34
30;35
33;34
34;32
33;30
33;28
37;26
39;25
41;25
41;22
41;19
41;17
42;14
42;12
40;11
38;11
36;10
34;10
32;10
30;10
27;10
25;10
23;9
21;10
19;10
17;9
16;10
14;11
12;12
10;12
8;12
7;14
6;16
7;19
8;21
7;23
7;26
7;27
8;29
8;31
7;33
7;36
8;16
8;18
8;20
7;22
7;24
6;26
6;28
7;30
7;32
7;34
8;37
10;39
11;41
14;41
17;41
19;40
22;39
24;39
26;39
28;40
30;41
32;41
33;40
33;38
33;36
32;34
33;32
34;29
35;27
23;38
25;40
28;41
30;42
32;42
33;40
33;38
33;36
33;34
34;32
34;30
35;28
34;26
37;26
40;25
41;24
41;21
41;19
40;16
41;14
41;12
39;11
37;10
36;10
34;10
32;10
29;11
23;20
24;18
25;16
27;16
28;17
27;18
25;19
24;21
22;22
22;25
22;27
21;28
19;30
18;32
19;34
20;37
21;39
20;41
18;41
16;41
13;40
11;40
9;39
9;36
8;36
7;37
7;37
8;38
9;39
9;41
11;41
13;40
16;40
19;39
21;37
19;17
19;18
19;21
19;23
17;25
15;28
16;29
18;31
19;33
21;30
22;29
24;28
26;28
26;29
24;30
22;30
21;29
20;27
19;25
19;23
21;22
23;21
10;41
10;41
12;41
13;41
15;41
17;42
19;42
21;42
23;41
21;39
19;37
19;35
19;33
19;31
20;30
22;28
23;26
23;23
22;20
21;19
20;18
19;17
19;17
14;10
12;10
9;10
7;12
7;14
7;17
7;19
8;21
7;23
8;26
8;28
9;29
11;28
13;28
12;30
9;31
8;33
7;35
7;37
9;38
10;39
10;41
10;41
10;39
10;39
9;40
9;42
9;41
8;39
8;37
8;35
8;33
8;31
7;29
10;30
12;29
13;27
14;26
16;24
17;23
19;22
22;22
24;22
26;21
29;22
31;23
33;22
35;21
37;20
39;21
41;20
42;18
42;16
42;13
41;11
39;10
37;10
35;9
33;10
31;10
29;9
27;8
26;9
24;10
21;9
19;9
17;9
16;9
13;20
15;19
16;17
17;15
18;13
19;13
18;16
18;18
20;19
21;21
21;23
23;34
23;33
23;33
23;33
23;32
22;30
21;29
19;30
18;30
16;30
13;30
10;30
8;29
7;26
7;24
8;21
10;20
12;20
14;19
15;18
17;17
18;15
21;14
22;13
23;11
26;10
28;9
30;10
32;11
33;12
35;11
36;9
39;10
41;11
41;14
40;15
41;17
14;29
14;29
15;28
15;26
15;24
16;21
17;19
17;16
18;13
20;11
22;11
25;10
27;10
29;10
31;10
33;10
36;10
39;10
41;11
41;13
41;15
41;17
41;19
41;21
40;23
41;24
42;26
43;28
42;30
42;31
41;33
41;35
40;38
39;40
37;41
35;41
33;40
31;39
28;37
26;37
24;36
22;35
23;35
25;38
25;39
25;39
24;38
22;39
20;37
19;35
18;34
16;33
15;32
14;30
14;29
14;29
14;29
14;29
14;29
14;29
14;29
23;29
23;30
24;29
26;29
28;28
30;28
32;28
34;28
37;27
39;27
41;26
40;25
40;23
41;21
42;19
42;16
41;14
40;12
41;12
42;13
43;14
42;16
41;18
41;20
39;20
37;21
35;21
33;22
31;22
29;22
27;23
25;22
22;22
23;24
22;26
21;28
21;29
23;31
23;33
23;36
22;39
21;41
21;42
23;40
24;39
24;38
35;28
33;27
31;26
29;25
27;27
24;27
22;26
22;24
20;22
18;23
16;22
14;20
11;19
9;19
7;18
6;17
6;14
6;12
8;10
10;10
12;10
15;10
17;10
18;12
20;12
21;14
21;16
21;18
20;20
20;22
21;24
22;26
23;28
20;15
21;15
23;17
25;17
27;18
29;19
30;21
31;21
33;21
36;20
38;20
40;20
41;21
41;23
41;25
41;27
42;29
42;31
42;32
40;32
41;29
39;28
37;28
23;29
23;30
24;28
23;27
23;25
22;22
21;20
20;18
20;18
18;17
17;16
17;13
19;13
21;12
23;10
25;10
26;9
26;9
26;9
27;11
28;14
28;16
27;18
25;19
23;18
21;19
19;19
18;18
18;16
28;28
26;29
24;29
23;29
23;31
24;33
23;34
22;34
22;34
22;34
22;34
22;34
22;34
22;34
22;34
23;32
19;10
21;10
23;11
25;11
28;12
30;13
31;15
32;16
35;16
38;16
40;17
41;19
42;22
43;25
41;27
40;27
38;27
36;27
34;27
32;27
30;26
16;29
16;29
17;30
18;32
19;35
19;37
19;38
17;38
15;39
13;40
11;41
9;42
10;44
9;44
7;43
6;41
6;39
7;37
7;34
8;32
7;30
7;27
8;24
8;22
7;20
6;19
6;17
6;15
6;12
8;11
9;12
11;11
13;11
15;11
17;11
10;26
9;25
8;27
9;28
10;27
12;27
14;27
16;26
15;27
32;24
33;25
34;27
34;30
34;32
35;34
34;37
34;37
35;35
35;33
34;31
32;30
32;27
31;26
29;24
28;22
26;20
26;18
24;16
23;14
23;12
24;10
24;8
25;5
24;4
23;5
20;4
18;3
18;5
18;7
18;9
17;10
15;13
14;14
13;16
12;18
12;20
11;23
12;25
21;25
23;25
25;25
25;23
25;22
26;20
28;19
30;19
32;19
35;19
35;20
35;19
33;21
32;21
31;21
30;20
29;21
30;23
15;3
14;3
11;4
9;3
6;3
5;5
5;7
5;9
5;12
4;14
4;16
4;18
4;21
5;23
3;25
3;27
2;29
3;30
4;33
6;35
6;36
4;37
5;37
4;37
5;34
5;32
7;30
8;28
10;27
13;27
15;27
17;27
19;26
21;23
19;22
18;22
17;24
18;26
18;28
17;29
18;31
19;31
20;31
21;29
23;28
25;28
27;28
29;28
31;27
34;25
35;23
35;21
36;20
34;18
31;18
29;16
27;16
26;15
24;14
24;12
23;10
23;8
23;5
21;4
19;4
18;3
16;2
14;38
12;37
10;37
8;37
7;36
5;35
5;33
5;31
4;29
5;26
4;24
5;22
6;21
6;19
6;18
6;15
5;13
4;12
5;12
6;12
8;13
10;14
12;14
14;13
16;14
17;16
17;18
18;19
20;21
20;22
22;22
22;23
23;24
23;6
23;6
23;4
24;4
26;5
29;6
28;8
28;9
28;11
28;13
28;15
29;17
27;19
26;20
26;22
26;23
26;25
25;26
24;28
25;30
24;32
25;33
24;36
23;37
22;39
20;39
18;39
16;39
33;22
33;24
31;25
30;24
28;23
26;22
24;23
22;23
21;22
19;23
17;24
16;23
14;22
12;23
11;24
9;23
8;23
7;21
5;20
4;18
4;15
5;13
5;11
4;10
4;7
4;5
6;4
8;4
10;4
12;5
14;4
16;3
18;2
20;1
20;3
23;3
24;3
23;5
5;27
5;27
5;28
4;29
4;32
4;34
5;36
7;37
8;38
10;39
12;38
14;38
16;36
16;34
16;32
16;31
19;31
21;29
23;28
25;28
27;27
29;26
30;26
31;25
32;22
34;22
34;21
33;18
34;16
35;14
35;12
35;10
35;8
34;5
33;3
30;3
28;3
26;3
24;4
23;4
21;3
19;4
18;4
18;4
17;4
16;3
14;3
11;4
9;4
6;4
5;6
5;8
4;11
5;13
5;15
4;17
4;20
5;22
4;24
4;26
5;27
36;18
35;19
35;21
34;22
33;24
30;25
28;26
26;27
24;27
23;26
21;27
19;28
17;27
15;25
16;24
16;24
16;24
15;25
12;24
10;24
8;24
7;24
6;25
5;26
4;28
5;30
5;32
5;35
7;36
7;36
9;38
23;11
20;11
18;12
16;11
14;11
12;11
10;11
8;12
8;14
8;16
8;19
9;20
11;21
13;20
16;21
17;24
16;26
17;28
18;30
18;32
19;33
19;36
19;38
20;39
21;38
22;36
23;34
25;34
27;34
29;34
31;35
32;36
32;39
34;39
36;40
38;39
40;40
42;38
41;37
41;35
41;32
40;30
40;28
41;27
42;26
42;24
42;21
42;19
42;16
41;15
41;13
40;11
38;10
36;11
34;11
31;12
30;12
28;12
26;11
24;10
22;10
20;11
19;13
17;15
18;17
17;19
15;20
18;18
18;20
18;22
18;24
18;27
19;29
19;31
20;33
19;34
18;35
19;36
21;38
23;39
25;39
27;41
30;41
33;40
34;41
36;40
38;39
40;38
41;37
41;35
41;33
40;30
41;28
42;27
41;24
41;23
41;21
41;19
40;18
41;16
42;14
41;13
39;10
37;10
35;11
33;10
31;10
30;10
28;10
26;11
24;11
29;28
26;28
23;28
23;26
21;27
20;29
17;29
15;28
13;28
11;28
10;28
10;30
8;31
8;33
8;35
9;36
9;36
9;36
7;35
6;34
7;32
7;29
7;26
6;23
7;21
7;19
7;16
7;13
9;11
11;10
13;12
15;11
17;11
17;12
17;14
17;16
44;39
44;39
44;39
45;39
44;39
42;39
41;41
41;42
39;41
36;41
34;42
32;42
30;40
29;38
26;37
24;37
23;35
21;34
21;33
19;34
18;32
18;29
17;28
16;26
16;23
15;21
13;21
11;21
9;21
7;20
6;18
6;16
7;14
8;12
9;11
11;10
13;9
16;9
17;10
18;11
20;10
22;9
24;10
27;10
28;12
30;11
32;10
34;10
36;11
38;11
40;11
42;12
42;14
42;16
42;18
43;21
42;24
42;26
41;28
41;27
39;27
36;26
35;26
33;27
31;27
18;39
18;39
18;39
18;39
20;39
21;39
23;40
25;40
27;40
29;40
31;39
32;38
33;36
33;34
32;32
34;31
34;28
36;28
38;28
39;30
40;29
41;29
41;29
41;28
42;26
42;26
42;26
41;25
22;14
22;14
22;14
22;14
22;14
21;15
20;17
20;17
19;18
19;20
20;20
20;20
21;20
21;20
19;20
19;20
19;20
19;20
19;20
19;20
19;21
18;23
17;24
16;25
14;26
12;27
11;27
11;27
10;26
9;25
9;25
9;25
9;27
9;29
8;31
8;33
8;35
8;37
9;39
10;40
12;40
14;40
16;39
18;40
19;39
18;39
18;39
18;39
28;42
28;42
28;42
28;42
28;42
30;42
32;41
34;41
36;41
38;41
39;41
39;41
39;41
39;41
40;39
42;38
42;36
42;34
42;32
42;30
41;29
40;28
41;26
41;24
41;23
41;23
41;21
41;19
41;18
41;18
39;17
37;17
35;17
33;17
32;17
31;16
31;16
31;17
29;17
27;17
25;16
23;16
22;14
39;18
40;16
41;15
41;13
40;11
38;10
38;10
38;10
38;10
38;10
36;11
34;11
32;11
31;10
31;10
31;10
31;10
31;10
31;10
31;10
31;10
31;10
31;10
31;10
31;10
31;10
31;10
12;40
13;40
13;40
13;40
13;40
13;40
14;40
15;41
17;41
19;41
21;41
23;41
25;41
27;41
29;41
31;41
33;41
34;41
36;41
38;41
39;41
39;41
39;40
40;38
40;36
41;34
41;32
42;30
41;29
39;28
40;27
41;25
41;23
41;23
40;23
39;23
39;23
40;22
41;20
41;19
40;18
39;18
16;29
16;29
16;29
17;30
19;30
20;32
21;34
22;35
23;37
23;38
23;39
25;40
26;40
28;39
30;39
31;39
31;39
31;39
31;39
31;39
31;39
31;39
31;39
33;39
34;40
36;40
38;41
40;42
40;40
41;38
41;37
41;35
42;33
42;31
42;30
41;29
42;27
42;25
42;25
42;25
40;24
39;23
37;22
35;22
33;22
31;21
30;20
30;18
32;18
34;18
36;17
37;17
39;16
41;15
41;13
40;12
39;11
37;11
35;10
33;10
31;10
22;27
22;28
22;29
22;29
22;29
22;31
22;33
23;35
22;37
22;37
22;37
22;37
22;37
23;37
25;38
27;39
29;39
30;40
30;40
30;40
30;40
31;40
33;40
35;40
36;41
38;41
40;41
41;41
41;41
41;41
41;39
41;37
41;35
41;34
32;11
35;10
37;10
39;11
41;12
41;12
41;12
41;14
41;16
40;16
40;16
40;16
38;16
36;17
34;17
32;17
30;18
28;18
27;18
27;18
27;18
27;18
27;18
27;18
27;18
27;18
27;19
26;19
26;19
26;19
26;19
25;19
23;20
23;20
23;20
23;20
23;21
23;23
23;25
9;37
8;36
8;33
9;31
9;31
9;31
9;31
9;31
9;30
9;28
8;26
8;24
9;22
9;21
9;20
9;20
9;20
9;20
9;19
8;18
8;16
8;14
9;12
9;11
9;11
10;11
12;11
14;11
16;11
18;11
20;10
22;10
24;10
25;10
25;10
25;10
25;10
25;10
25;10
26;10
27;10
28;10
28;10
28;10
28;10
29;10
31;10
42;26
42;26
42;27
42;29
42;31
41;33
42;35
42;36
42;36
42;36
42;36
41;38
39;39
38;40
35;39
35;39
35;39
33;40
31;40
30;40
30;40
30;40
30;40
30;40
29;40
27;40
25;40
24;39
24;39
24;39
24;39
22;40
20;40
18;40
16;40
14;40
13;40
11;40
9;40
9;40
9;40
9;40
9;40
9;40
9;40
9;40
9;40
9;39
18;11
18;11
18;11
18;11
18;11
18;11
18;11
18;11
20;10
21;11
23;11
25;11
25;11
25;11
25;11
25;11
25;11
25;11
27;11
28;11
28;11
28;11
28;11
29;11
32;11
34;10
36;11
38;11
40;10
41;11
41;11
41;11
41;13
41;15
41;16
41;16
41;16
41;16
41;16
41;16
41;16
41;17
41;19
41;20
41;20
41;20
41;20
41;20
41;20
41;20
41;22
42;24
42;26
42;26
10;39
10;39
10;39
10;39
10;39
10;39
10;40
9;40
9;40
8;40
7;41
7;42
7;42
7;42
7;42
7;42
7;42
7;42
7;42
7;42
7;42
8;43
10;42
11;41
13;41
15;41
17;40
17;40
17;40
17;40
19;40
21;40
23;41
25;41
27;41
29;41
31;40
32;40
32;40
32;40
32;40
32;40
34;40
36;40
38;40
40;40
41;40
41;40
41;40
41;40
41;40
41;40
41;40
40;40
38;40
36;41
34;41
33;41
33;41
33;41
33;41
32;40
31;40
29;40
27;39
28;22
30;21
32;21
34;21
36;21
38;21
39;21
41;19
41;19
40;20
39;21
38;21
38;23
39;24
41;24
39;25
38;27
38;28
40;30
41;31
40;32
41;34
40;36
39;37
39;39
37;39
35;40
29;27
27;27
26;26
24;25
23;24
24;22
26;21
27;20
25;18
25;17
26;15
28;14
29;13
31;12
32;11
34;11
36;11
38;11
40;12
41;13
41;15
39;16
37;16
35;16
33;16
31;16
30;15
28;14
27;13
25;12
23;11
21;11
19;11
17;11
15;11
13;11
11;11
10;11
9;12
9;12
8;14
9;16
9;18
9;20
11;21
13;21
14;22
16;23
17;25
18;26
20;27
21;28
22;30
23;31
25;32
26;33
25;34
23;34
22;34
21;32
21;30
22;29
24;28
23;27
23;25
25;23
26;23
21;13
21;13
19;12
19;13
19;15
19;17
18;18
16;19
14;20
12;20
10;21
9;22
8;24
9;25
11;26
12;27
14;26
16;25
17;24
19;23
21;24
22;25
22;27
22;29
22;31
22;33
22;35
24;36
25;37
27;37
29;37
31;38
32;39
34;40
36;40
38;41
39;41
40;39
40;37
41;36
41;34
41;32
40;30
39;29
37;29
35;29
33;28
31;28
30;18
28;18
27;19
25;21
24;22
24;24
24;26
25;27
27;27
29;28
30;29
31;31
31;32
30;32
28;32
26;32
24;31
23;30
22;28
23;26
23;24
24;22
24;21
25;19
25;17
26;15
26;13
27;11
28;11
27;12
26;11
25;13
25;15
24;16
22;16
21;14
21;13
21;13
21;13
22;35
